Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Cholesterol (mg)
,PROT,FAT,CHO,KCALS,STAR,TOTSUG,CHOL
,Protein,Fat,Carbohydrate,kcal,Starch,Total sugars,Cholesterol
"Sausages, beef, fried in vegetable oil",17.6,17.4,10.7,267,8.1,2.6,42.0
"Sausages, beef, grilled",17.2,17.2,11.0,265,8.6,2.4,42.0
"Sausages, beef, raw",12.7,19.5,8.4,258,5.8,2.6,43.0
"Sausages, pork, chilled, fried in vegetable oil",13.9,23.9,9.9,308,8.4,1.6,53.0
"Sausages, pork, chilled, grilled",14.5,22.1,9.8,294,8.3,1.5,53.0
"Sausages, pork, frozen, fried in vegetable oil",13.8,24.8,10.0,316,9.5,0.5,60.0
"Sausages, pork, frozen, grilled",14.8,21.2,10.5,289,10.0,0.5,60.0
"Sausages, pork, raw",11.9,25.0,9.6,309,6.8,2.8,60.0
"Sausages, pork, reduced fat, fried in vegetable oil",14.9,5.7,8.8,144,6.2,2.6,21.0
"Sausages, pork, reduced fat, grilled",16.2,6.1,10.7,160,7.3,3.4,24.0
"Sausages, pork, reduced fat, raw",14.4,5.6,8.7,141,5.2,3.5,23.2
"Sausages, premium, fried in vegetable oil",17.9,19.5,2.5,256,1.5,1.0,69.0
"Sausages, premium, grilled",19.0,21.1,2.3,275,1.4,0.9,72.0
"Sausages, premium, raw",13.8,21.0,2.6,254,1.1,1.5,63.0
"Sausages, vegetarian, baked/grilled",14.9,9.4,9.2,179,2.9,1.3,0.0
"Saveloy, unbattered, takeaway",13.8,22.3,10.8,296,8.9,1.3,78.0
"Scallops, steamed",23.2,1.4,3.4,118,Tr,Tr,47.0
"Scampi, coated in breadcrumbs, baked",11.6,10.5,24.3,232,23.5,0.8,64.0
"Scampi, coated in breadcrumbs, fried in sunflower oil",10.6,13.0,22.2,243,21.5,0.7,58.0
"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",10.6,13.0,22.2,243,21.5,0.7,58.0
"Scones, cheese, homemade",10.1,16.4,45.3,358,43.5,1.9,18.5
"Scones, fruit, retail",6.5,11.2,56.2,338,37.3,18.9,5.8
"Scones, fruit, wholemeal, homemade",7.7,11.1,50.8,322,36.8,13.9,3.3
"Scones, plain, homemade",7.2,12.7,55.9,352,50.5,5.4,3.9
"Scones, plain, retail",7.2,12.3,55.2,346,42.5,12.7,35.4
"Scones, potato, homemade",4.8,13.6,36.8,279,35.4,1.4,3.0
"Scones, wholemeal, homemade",8.2,12.3,46.6,319,41.1,5.6,3.7
"Scotch broth, homemade",6.8,3.5,4.0,74,2.2,1.6,20.7
"Scotch eggs, retail",12.0,16.0,13.1,241,13.1,Tr,165.0
"Scotch pancakes, homemade",6.6,9.8,41.1,270,33.4,7.7,40.0
"Scotch pancakes, retail",5.6,9.6,43.0,270,21.5,21.5,21.3
Seafood selection,15.6,1.5,2.9,87,Tr,Tr,115.0
Seafood sticks,7.3,1.9,14.9,102,10.1,4.8,16.0
"Seakale, stem only, boiled in unsalted water",1.4,Tr,0.6,8,0.0,0.6,0.0
"Seaweed, Irish moss, raw",1.5,0.2,Tr,8,0.0,Tr,0.0
"Seaweed, kombu, dried, raw",7.1,1.6,Tr,43,0.0,Tr,0.0
"Seaweed, nori, dried, raw",30.7,1.5,Tr,136,0.0,Tr,0.0
"Seaweed, wakame, dried, raw",12.4,2.4,Tr,71,0.0,Tr,0.0
"Semolina, raw",10.6,1.6,77.9,349,77.3,0.6,0.0
"Sesame prawn toast, takeaway",12.9,29.8,16.7,382,13.9,0.8,48.4
Sesame seeds,18.2,58.0,0.9,598,0.5,0.4,0.0
"Sev/ganthia, homemade",18.8,25.1,47.1,478,42.6,1.9,0.0
"Sevyian, homemade",3.8,3.1,20.2,119,6.6,13.6,23.0
"Shallots, raw",1.5,0.2,3.3,20,Tr,3.3,0.0
"Shandy, 50% lager, homemade",0.2,Tr,2.9,23,0.0,2.9,0.0
"Shandy, bottled or canned",Tr,Tr,5.0,24,0.0,5.0,0.0
"Shark, raw",23.0,1.1,0.0,102,0.0,0.0,44.0
"Sharon fruit, flesh only",0.8,Tr,18.6,73,0.0,18.6,0.0
"Shepherd's pie, homemade",5.9,5.4,9.5,107,8.5,0.9,19.0
"Shepherd's pie, vegetable",4.5,3.9,16.1,114,14.0,1.5,0.0
"Shepherd's pie, vegetable, retail",1.9,4.9,13.3,101,11.4,1.7,7.0
"Sherry, medium",0.1,0.0,5.9,116,0.0,5.9,0.0
Shish kebab in pitta bread with salad,13.6,4.1,15.4,149,14.1,1.3,33.3
"Shish kebab, meat only",29.0,10.0,0.0,206,0.0,0.0,90.0
"Shish kebabs, with onions and peppers, homemade",12.8,15.2,4.6,206,0.1,3.0,50.6
Shortbread,5.3,29.0,62.2,515,46.5,15.6,81.9
"Shortcake, caramel, chocolate covered, retail",4.7,27.3,53.6,466,17.4,36.2,23.0
"Shrimps, boiled",23.8,2.4,Tr,117,Tr,Tr,130.0
"Shrimps, boiled, weighed with shells",7.9,0.8,Tr,39,Tr,Tr,42.0
"Shrimps, canned in brine, drained",20.8,1.2,Tr,94,Tr,Tr,130.0
"Shrimps, dried",55.8,2.4,Tr,245,Tr,Tr,505.0
"Shrimps, frozen",16.5,0.8,Tr,73,Tr,Tr,130.0
"Skate, grilled",18.9,0.5,0.0,79,0.0,0.0,N
"Skate, grilled, weighed with bones",14.0,0.3,0.0,59,0.0,0.0,N
"Skate, raw",15.1,0.4,0.0,64,0.0,0.0,N
Smartie-type sweets,5.4,17.5,73.9,456,3.1,70.8,17.0
Smoothies,0.5,0.1,12.2,49,0.6,11.6,0.0
"Sole, flesh only, grilled, fillets weighed with skin",16.6,0.5,0.0,71,0.0,0.0,31.0
"Sorbet, fruit",0.2,0.3,24.8,97,0.0,23.3,0.0
"Souffle, cheese, homemade",11.6,16.8,10.8,237,6.8,2.3,143.7
"Souffle, plain, homemade",7.7,11.9,10.5,177,8.0,2.5,143.5
"Soup, broccoli and stilton, carton, chilled",2.3,3.1,3.8,51,2.3,1.5,48.2
"Soup, carrot and coriander, carton, chilled",0.9,2.6,4.7,45,1.7,3.0,Tr
"Soup, carrot and orange, homemade",0.3,0.5,3.8,20,0.0,3.5,0.8
"Soup, chicken noodle, dried",17.1,4.8,56.0,322,45.8,4.4,N
"Soup, chicken noodle, dried, as served",1.0,0.3,3.2,19,2.7,0.3,N
"Soup, chicken, cream of, canned",1.7,3.8,4.5,58,3.4,1.1,N
"Soup, chicken, cream of, canned, condensed",2.6,5.8,6.0,85,4.6,1.4,4.0
"Soup, cream of tomato, canned",0.9,2.0,7.8,51,2.4,5.5,3.0
"Soup, French onion, homemade",0.9,2.2,5.0,41,Tr,3.7,Tr
"Soup, gazpacho, homemade",0.8,3.6,2.9,46,0.1,2.5,0.0
"Soup, goulash, homemade",7.7,5.8,7.2,106,4.7,1.9,18.8
"Soup, instant, dried, as purchased",5.9,13.4,64.1,384,29.2,17.4,8.5
"Soup, instant, dried, as served",0.6,1.3,6.2,37,2.8,1.7,0.8
"Soup, lentil, canned",3.1,0.2,   8.5,46,7.3,1.2,0.0
"Soup, lentil, homemade",5.9,4.8,14.6,121,11.5,1.7,11.3
"Soup, low calorie, canned",0.9,0.7,6.2,33,3.8,2.4,0.0
"Soup, minestrone, canned",1.1,0.2,6.6,31,4.8,1.8,0.3
"Soup, minestrone, homemade",2.1,2.3,7.6,60,6.0,1.4,1.9
"Soup, mulligatawny, homemade",1.9,6.4,8.1,90,4.8,2.9,15.7
"Soup, mushroom, carton, chilled",1.5,2.7,4.9,48,3.3,1.4,1.0
"Soup, mushroom, cream of, canned",1.1,3.0,3.9,46,3.1,0.8,1.0
"Soup, oxtail, canned",2.4,1.7,5.1,44,4.2,0.9,7.0
"Soup, pea and ham, homemade",4.1,2.2,9.8,73,7.8,1.5,5.8
"Soup, potato and leek, homemade",1.5,2.2,6.2,56,4.7,1.5,5.5
"Soup, tomato, carton, chilled",0.9,1.9,4.3,37,1.0,3.3,3.7
"Soup, vegetable, canned",1.4,0.6,7.4,39,4.8,2.6,N
"Soup, vegetable, homemade",1.0,4.2,3.7,55,1.5,1.8,9.7
"Soy sauce, light and dark varieties",3.0,Tr,17.9,79,1.5,16.4,0.0
"Spaghetti bolognese, homemade",8.1,6.1,17.2,151,15.3,1.8,16.7
"Spaghetti bolognese, retail, meat and sauce only, reheated",9.3,5.7,5.3,108,2.3,3.0,N
"Spaghetti bolognese, retail, reheated, with spaghetti",6.6,2.8,20.0,126,18.1,1.9,N
"Spinach, baby, boiled in unsalted water",3.2,0.7,0.2,20,0.2,Tr,0.0
"Spinach, baby, raw",2.6,0.6,0.2,16,0.2,Tr,0.0
"Spinach, dried",24.3,6.9,13.8,211,0.9,12.9,0.0
"Spinach, frozen, boiled in unsalted water",3.1,0.8,0.5,21,0.2,0.3,0.0
"Spinach, mature, boiled in unsalted water",2.2,0.8,0.8,19,Tr,0.8,0.0
"Spinach, mature, raw",2.8,0.8,1.6,25,0.1,1.5,0.0
"Spirits, 40% volume",Tr,0.0,Tr,222,0.0,Tr,0.0
"Sprats, fried",24.9,35.0,0.0,415,0.0,0.0,125.0
"Sprats, fried, weighed with bones",14.9,21.0,0.0,249,0.0,0.0,74.0
"Sprats, raw",18.3,11.0,0.0,172,0.0,0.0,93.0
"Spring greens, boiled in unsalted water",1.9,0.7,1.6,20,0.2,1.4,0.0
"Spring greens, raw",3.0,1.0,3.1,33,0.4,2.7,0.0
"Spring onions, bulbs and tops, raw",2.0,0.5,3.0,23,0.2,2.8,0.0
"Spring onions, bulbs only, raw",0.9,Tr,8.5,35,Tr,8.5,0.0
"Spring rolls, meat, takeaway",6.5,16.4,18.2,242,12.0,1.8,7.4
"Squash, acorn, baked",1.1,0.1,12.6,56,10.8,1.6,0.0
"Squash, acorn, raw",0.8,0.1,9.0,40,7.8,1.0,0.0
"Squash, butternut, baked",1.4,0.2,8.4,39,Tr,8.4,0.0
"Squash, butternut, boiled in unsalted water",0.9,0.1,5.1,24,Tr,5.1,0.0
"Squash, butternut, raw",1.1,0.1,8.3,36,3.4,4.5,0.0
"Squash, spaghetti, baked",0.7,0.3,4.3,23,0.6,3.4,0.0
"Squash, spaghetti, raw",0.6,0.6,4.6,26,0.6,3.6,0.0
"Squid, dried",63.3,4.6,4.8,313,Tr,Tr,615.0
"Squid, raw",15.4,1.7,1.2,81,Tr,Tr,225.0
Star fruit,0.5,0.3,7.3,32,0.2,7.1,0.0
"Steak and kidney pudding, homemade",10.7,10.9,18.6,210,18.4,0.8,55.4
"Stew, beef, homemade",11.9,4.6,4.8,105,2.5,2.0,34.8
"Stew, beef, made with lean beef, homemade",12.2,3.1,4.8,93,2.5,2.0,33.8
"Stew, beef, with dumplings, homemade",10.1,10.0,16.2,190,14.4,1.6,31.6
"Stew, Irish, homemade",7.3,6.2,9.4,119,7.2,1.9,27.0
"Stew, Irish, made with lean lamb, homemade",7.6,4.9,8.6,107,6.5,1.8,25.8
"Stir-fry beef with green peppers and blackbean sauce, takeaway",10.5,5.6,2.7,103,1.7,1.0,24.9
"Stock cubes, beef",16.8,9.2,N,N,N,N,Tr
"Stock cubes, chicken",15.4,15.4,N,N,N,N,Tr
"Stock cubes, chicken, made up with water",0.5,0.5,N,N,N,N,Tr
"Stock cubes, vegetable",13.5,17.3,N,N,N,N,0.0
Stock gel,6.7,3.6,27.8,163,22.1,5.7,N
"Stock, chicken, ready made, retail",   2.3,0.2,   0.2,  12,0.1,   0.1,N
"Stout, Guinness",0.4,Tr,3.2,37,0.0,3.2,0.0
"Strawberries, raw",0.6,0.5,6.1,30,0.0,6.1,0.0
"Strudel, fruit filled, retail, frozen",2.7,13.5,29.1,241,18.4,10.6,4.8
"Stuffing mix, dried",9.9,5.2,67.2,338,62.8,4.4,5.0
"Stuffing mix, dried, assorted flavours, made up",2.8,1.5,19.3,97,18.0,1.3,1.0
"Stuffing, sage and onion, homemade",5.6,13.3,29.4,253,22.8,5.4,50.0
"Suet, shredded",Tr,86.7,12.1,826,11.9,0.2,82.0
"Suet, vegetable, reduced fat",2.5,65.7,31.1,718,29.7,1.4,0.0
"Sugar apple, flesh only",1.6,0.3,16.1,69,1.2,14.9,0.0
"Sugar, brown",0.1,0.0,101.3,380,0.0,101.3,0.0
"Sugar, Demerara",0.5,0.0,104.5,394,0.0,104.5,0.0
"Sugar, icing",Tr,0.0,104.9,393,1.1,103.8,0.0
"Sugar, white",Tr,0.0,105.0,394,0.0,105.0,0.0
Sultanas,2.7,0.4,69.4,275,0.0,69.4,0.0
Sunflower seeds,19.8,47.5,18.6,576,16.3,1.7,0.0
"Sunflower seeds, toasted",20.5,49.2,19.3,602,16.7,1.8,0.0
"Sushi, salmon nigiri",8.7,2.5,25.2,152,21.9,3.2,21.0
"Sushi, tuna nigiri",8.4,2.5,30.3,170,25.5,4.7,8.0
"Sushi, vegetable",3.4,1.3,32.8,148,25.6,7.0,0.0
"Swede, flesh only, boiled in unsalted water",0.7,0.1,5.8,26,0.1,5.7,0.0
"Swede, flesh only, raw",0.7,0.3,5.0,24,0.1,4.9,0.0
"Sweet and sour chicken, takeaway",7.6,10.0,19.7,194,8.8,10.7,23.5
"Sweet and sour pork, battered, takeaway",7.8,13.9,22.4,240,10.9,11.5,27.4
"Sweet and sour pork, homemade",12.7,8.3,11.6,176,3.5,7.8,49.2
Sweet potato and onion layer,3.4,1.8,23.3,124,16.6,6.8,4.6
"Sweet potato, baked",1.6,0.4,27.9,115,13.4,14.5,0.0
"Sweet potato, flesh only, boiled in unsalted water",1.7,0.2,13.0,58,3.6,9.4,0.0
"Sweet potato, raw, flesh only",1.2,0.3,21.3,87,15.6,5.7,0.0
"Sweet potato, steamed",1.1,0.3,20.4,84,12.0,8.4,0.0
"Sweet potato, wedges, flesh and skin, baked in rapeseed oil",2.9,3.9,24.7,139,5.9,18.8,0.0
"Sweetbread, lamb, fried in corn oil",28.7,11.4,0.0,217,0.0,0.0,N
"Sweetbread, lamb, raw",15.3,7.8,0.0,131,0.0,0.0,260.0
"Sweetcorn, baby, boiled in unsalted water",2.2,0.6,4.6,31,0.8,3.8,0.0
"Sweetcorn, baby, stir-fried in rapeseed oil",2.5,6.0,5.4,84,0.9,4.5,0.0
"Sweetcorn kernels, canned in water, drained",2.6,1.7,13.9,78,6.2,7.5,0.0
"Sweetcorn, dried",13.4,7.1,35.5,251,25.4,9.4,0.0
"Sweetcorn, kernels, boiled 'on the cob' in unsalted water",3.6,1.9,9.5,67,6.8,2.5,0.0
"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",2.1,1.1,5.6,39,4.0,1.5,0.0
"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",2.0,1.1,4.8,36,3.5,1.2,0.0
"Sweetcorn, kernels, raw",3.4,1.8,8.1,60,5.9,2.0,0.0
"Sweets, boiled",Tr,Tr,87.1,327,0.4,86.7,0.0
"Sweets, chew sweets",0.9,6.0,85.1,377,Tr,54.5,0.0
"Sweets, sherbert",0.6,0.0,93.9,355,Tr,93.9,0.0
"Swordfish, flesh only, grilled",22.9,5.2,0.0,139,0.0,0.0,52.0
"Swordfish, flesh only, grilled, weighed with bones and skin",20.4,4.6,0.0,123,0.0,0.0,46.0
"Swordfish, flesh only, raw",18.0,4.1,0.0,109,0.0,0.0,41.0
"Syrup, corn, dark",0.0,0.0,76.6,282,N,28.1,0.0
"Syrup, golden",0.3,0.0,79.0,298,0.0,79.0,0.0
"Szechuan prawns with vegetables, takeaway",7.8,4.7,2.5,83,1.2,0.8,55.6
Tabouleh,2.6,4.6,17.2,119,16.5,0.7,0.0
Tahini paste,18.5,58.9,0.9,607,0.5,0.4,0.0
"Tamarillos, flesh and seeds",2.0,0.3,4.7,28,Tr,4.7,0.0
Tamarind,2.3,0.3,56.5,238,N,N,0.0
"Tamarind leaves, fresh",5.8,2.1,18.2,115,N,N,0.0
"Tamarind pulp, flesh only",3.2,0.3,64.5,273,Tr,64.5,0.0
"Tannia, raw",1.3,0.4,24.5,107,24.3,0.2,0.0
"Tapioca, raw",0.4,0.1,95.0,359,95.0,Tr,0.0
Taramasalata,3.2,52.9,7.4,517,6.2,1.2,25.0
"Taro leaves, raw",4.4,0.9,2.6,35,0.4,2.2,0.0
"Taro leaves, steamed",2.4,0.5,1.4,19,0.2,1.2,0.0
"Taro, baked",1.7,0.2,32.4,130,31.0,1.4,0.0
"Taro, boiled in unsalted water",1.2,0.2,22.4,91,21.5,0.9,0.0
"Taro, raw",1.4,0.2,26.2,106,25.1,1.1,0.0
"Taro, steamed",1.3,0.2,24.5,99,23.5,1.0,0.0
"Tarragon, dried, ground",22.8,7.2,42.8,295,N,N,0.0
"Tarragon, fresh",3.4,1.1,6.3,49,N,N,0.0
"Tart, bakewell, homemade",6.9,30.4,40.8,454,18.1,22.7,45.9
"Tart, custard, large, homemade",5.8,17.4,25.2,275,19.2,5.9,38.9
"Tart, mincemeat, one crust, homemade",3.1,17.9,56.4,385,18.8,37.6,1.0
Tartare sauce,1.3,24.6,17.9,299,1.7,16.2,49.0
"Tartlets, strawberry, homemade",2.4,10.1,27.2,202,19.6,7.7,24.8
"Tarts, bakewell, iced, retail",3.1,16.8,65.9,411,20.7,45.2,3.6
"Tarts, custard, individual",6.7,14.3,28.7,263,14.5,14.2,90.6
"Tarts, jam, homemade",3.4,16.8,58.0,382,20.6,37.4,1.1
"Tarts, jam, wholemeal, homemade",4.2,14.0,59.6,366,22.2,37.4,34.5
"Tea, black, infusion, average",0.1,Tr,Tr,Tr,0.0,Tr,0.0
"Tea, black, infusion, strong",0.1,Tr,Tr,Tr,0.0,Tr,0.0
"Tea, black, infusion, weak",0.1,Tr,Tr,Tr,0.0,Tr,0.0
"Tea, Chinese, leaves, infusion",0.1,0.0,0.2,1,0.0,Tr,0.0
"Tea, green, infusion",0.1,0.0,Tr,Tr,0.0,Tr,0.0
"Tea, herbal, infusion",0.0,Tr,0.2,1,0.0,0.0,0.0
"Tea, infusion, average, with semi-skimmed milk",0.5,0.2,0.7,7,0.0,0.7,1.0
"Tea, infusion, average, with whole milk",0.4,0.4,0.5,8,0.0,0.5,2.0
Tempeh,20.7,6.4,6.4,166,4.6,0.9,0.0
"Tempeh burgers, fried in vegetable oil",8.3,7.9,22.2,188,20.8,1.0,21.3
"Thyme, dried, ground",9.1,7.4,45.3,276,N,1.7,0.0
"Thyme, fresh",3.0,2.5,15.1,95,N,0.6,0.0
Tigernuts,4.3,23.8,45.7,403,29.6,16.1,0.0
"Tilapia, raw",17.8,1.5,0.0,85,0.0,0.0,N
"Tinda subji, homemade",1.6,8.1,4.1,95,Tr,4.1,2.9
Tiramisu,4.2,14.0,27.1,244,4.5,21.1,45.0
"Toad in the hole, homemade",12.0,17.9,20.2,285,16.9,3.3,94.6
"Toad in the hole, made with skimmed milk and reduced fat sausages, homemade",13.6,5.2,19.7,175,15.9,3.8,70.6
"Toffees, mixed",2.1,15.9,62.9,387,Tr,39.1,17.0
"Tofu burger, baked",7.3,4.0,13.2,115,11.1,2.6,Tr
Tofu spread,4.4,20.1,2.4,208,0.3,2.3,13.8
"Tofu, soya bean, steamed",8.1,4.2,0.7,73,0.3,0.3,0.0
"Tofu, soya bean, steamed, fried",23.5,17.7,2.0,261,0.9,0.9,0.0
Tomato juice,0.8,Tr,3.0,14,Tr,3.0,0.0
Tomato ketchup,1.6,0.1,28.6,115,1.1,27.5,0.0
Tomato puree,4.4,0.2,12.9,67,Tr,12.9,0.0
"Tomato sauce, homemade",2.2,5.5,8.6,89,4.3,4.0,10.0
"Tomatoes, canned, whole contents",1.1,0.1,3.8,19,Tr,3.8,0.0
"Tomatoes, cherry, raw",1.1,0.5,3.6,22,Tr,3.6,0.0
"Tomatoes, standard, fried in corn oil",0.8,7.7,4.5,89,Tr,4.5,0.0
"Tomatoes, standard, fried in rapeseed oil",0.8,7.7,4.5,89,Tr,4.5,0.0
"Tomatoes, standard, grilled, flesh and seeds only",0.6,0.2,3.4,17,Tr,3.4,0.0
"Tomatoes, standard, raw",0.5,0.1,3.0,14,Tr,3.0,0.0
"Tomatoes, stuffed with rice",2.1,13.4,22.2,212,14.4,7.7,0.0
"Tomatoes, stuffed with vegetables",1.7,6.0,8.9,95,5.0,7.4,0.0
"Tongue, lamb, raw",15.3,14.6,0.0,193,0.0,0.0,180.0
"Tongue, ox, meat only, pickled, raw",15.7,17.5,0.0,220,0.0,0.0,78.0
"Tongue, ox, meat only, pickled, stewed",19.5,23.9,0.0,293,0.0,0.0,100.0
"Tongue, ox, meat only, stewed",19.4,18.3,0.0,242,0.0,0.0,N
"Tongue, sheep, meat only, stewed",18.2,24.0,0.0,289,0.0,0.0,270.0
Tonic water,0.0,0.0,5.9,22,0.0,5.9,0.0
Topic/Snickers and own brand equivalents,7.5,28.2,52.1,479,6.1,46.1,4.5
"Tori ki subji, homemade",1.9,9.5,3.9,108,Tr,3.9,2.9
"Torte, fruit",3.8,15.5,27.7,258,9.9,17.4,42.0
Tortilla chips fried in sunflower oil,7.2,27.4,60.8,504,58.3,2.5,0.0
"Tortilla, wheat, soft",7.8,5.7,53.9,285,51.9,2.0,0.1
Trail mix,9.1,28.5,37.2,432,0.1,37.1,0.0
"Treacle tart, homemade",3.8,15.9,59.2,380,25.4,33.8,1.0
"Treacle, black",1.2,0.0,67.2,257,0.0,66.8,0.0
"Trifle, fruit, retail",2.6,9.0,19.5,164,4.2,15.3,12.8
"Trifle, homemade",2.7,7.9,21.6,167,4.4,16.7,26.5
"Trifle, with Dream Topping",2.8,5.9,22.1,152,4.5,17.1,20.5
"Tripe and onions, stewed, homemade",8.4,1.4,9.4,93,4.3,4.8,54.3
"Tripe, dressed, raw",7.1,0.5,0.0,33,0.0,0.0,64.0
"Tripe, dressed, stewed in milk",14.8,4.5,0.0,100,0.0,Tr,160.0
"Trout, brown, raw",19.4,3.8,0.0,112,0.0,0.0,N
"Trout, brown, steamed",23.5,4.5,0.0,135,0.0,0.0,97.0
"Trout, brown, steamed, weighed with bones",15.5,3.0,0.0,89,0.0,0.0,64.0
"Trout, rainbow, baked, flesh only, fillets weighed with bones and skin",20.7,5.3,0.0,131,0.0,0.0,60.0
"Trout, rainbow, flesh only, baked",23.8,6.1,0.0,150,0.0,0.0,69.0
"Trout, rainbow, flesh only, raw",19.9,5.3,0.0,127,0.0,0.0,60.0
"Truffles, mocha, homemade",6.2,24.9,63.8,488,0.8,62.9,13.0
"Truffles, rum, homemade",6.0,32.9,54.2,529,0.8,53.4,139.6
"Tuna, canned in brine, drained",24.9,1.0,0.0,109,0.0,0.0,47.0
"Tuna, canned in sunflower oil, drained",25.4,6.4,0.0,159,0.0,0.0,47.0
"Tuna, flesh only, baked",32.3,0.8,0.0,136,0.0,0.0,40.1
"Tuna, flesh only, raw",25.2,0.7,0.0,107,0.0,0.0,35.1
"Turbot, flesh only, grilled",22.7,3.5,0.0,122,0.0,0.0,N
"Turbot, flesh only, grilled, weighed with bones and skin",14.1,2.1,0.0,76,0.0,0.0,N
"Turbot, flesh only, raw",17.7,2.7,0.0,95,0.0,0.0,N
"Turkey and pasta bake, homemade",12.0,5.6,7.2,130,5.1,2.0,35.0
Turkey slices,23.0,1.9,1.2,114,0.4,0.4,62.0
"Turkey, breast, fillet, grilled, meat only",35.0,1.7,0.0,155,0.0,0.0,74.0
"Turkey, dark meat, raw",20.4,2.5,0.0,104,0.0,0.0,86.0
"Turkey, dark meat, roasted",29.4,6.6,0.0,177,0.0,0.0,120.0
"Turkey, drumsticks, roasted, meat and skin",27.4,8.5,0.0,186,0.0,0.0,130.0
"Turkey, drumsticks, roasted, meat and skin, weighed with bone",19.7,6.1,0.0,134,0.0,0.0,92.0
"Turkey, drumsticks, roasted, meat only",27.5,5.8,0.0,162,0.0,0.0,115.0
"Turkey, light meat, raw",24.4,0.8,0.0,105,0.0,0.0,57.0
"Turkey, light meat, roasted",33.7,2.0,0.0,153,0.0,0.0,82.0
"Turkey, meat, average, raw",22.6,1.6,0.0,105,0.0,0.0,70.0
"Turkey, meat, average, roasted",31.2,4.6,0.0,166,0.0,0.0,100.0
"Turkey, mince, stewed",28.6,6.8,0.0,176,0.0,0.0,120.0
"Turkey, self-basting, light meat, roasted",31.7,4.0,0.0,163,0.0,0.0,78.0
"Turkey, skin, dry, roasted",29.9,40.2,0.0,481,0.0,0.0,290.0
"Turkey, skin, moist, roasted",21.6,31.7,0.0,372,0.0,0.0,210.0
"Turkey, skin, raw",14.0,30.7,0.0,332,0.0,0.0,135.0
"Turkey, stir-fried with vegetables, homemade",11.1,2.3,3.6,82,1.5,2.1,29.5
"Turkey, strips, stir-fried in corn oil",31.0,4.5,0.0,164,0.0,0.0,72.0
"Turkey, thighs, diced, casseroled, meat only",28.3,7.5,0.0,181,0.0,0.0,120.0
"Turkey, whole, raw",21.6,5.2,0.0,133,0.0,0.0,78.0
"Turkey, whole, raw, weighed with bone",15.1,3.6,0.0,93,0.0,0.0,55.0
"Turkey, whole, roasted, meat and skin",30.9,7.4,0.0,190,0.0,0.0,115.0
"Turkey, whole, roasted, meat and skin, weighed with bone",20.1,4.8,0.0,124,0.0,0.0,74.0
"Turkish delight, with nuts, homemade",4.1,2.6,82.0,348,0.2,81.8,0.0
"Turkish delight, without nuts",0.6,0.0,77.9,295,9.3,68.6,0.0
"Turmeric, ground",6.7,7.0,N,N,N,N,0.0
"Turnip tops, boiled in unsalted water",2.7,Tr,0.2,13,0.1,0.1,0.0
"Turnip, boiled in unsalted water",0.6,0.2,2.0,12,0.1,1.9,0.0
"Turnip, flesh only, raw",0.9,0.3,4.7,23,0.2,4.5,0.0
Twiglets,12.3,11.8,63.3,393,62.7,0.6,0.0
Tzatziki,3.4,5.5,3.4,76,0.4,3.0,8.8
"Urad dahl, homemade",4.8,3.2,8.7,81,7.9,0.8,2.1
"Veal, escalope, fried in corn oil",33.7,6.8,0.0,196,0.0,0.0,110.0
"Veal, escalope, raw",22.7,1.7,0.0,106,0.0,0.0,52.0
"Veal, mince, raw",20.3,7.0,0.0,144,0.0,0.0,62.0
"Veal, mince, stewed",26.3,11.1,0.0,205,0.0,0.0,80.0
"Vegeburger, retail, grilled",16.6,7.2,8.0,161,4.4,3.6,N
"Vegetable and cheese grill/burger, in crumbs, baked/grilled",7.0,14.0,23.0,240,18.6,1.3,N
"Vegetable bake, homemade",4.3,5.9,13.7,121,8.9,4.6,8.3
"Vegetable stir fry mix, fried in corn oil",2.0,3.6,6.4,64,2.5,3.9,0.0
"Vegetable stir fry mix, fried in rapeseed oil",2.0,3.6,6.4,64,2.5,3.9,0.0
"Vegetable stir fry mix, fried in sunflower oil",2.0,3.6,6.4,64,2.5,3.9,0.0
"Vegetables, mixed, cooked with onion, spice and tomatoes, homemade",2.4,5.3,6.6,82,3.1,3.4,2.2
"Vegetables, mixed, frozen, boiled in unsalted water",3.3,0.5,6.6,42,3.0,3.6,0.0
"Vegetables, mixed, stir-fry type, frozen, fried in rapeseed oil",2.0,3.6,6.4,64,2.5,3.9,0.0
"Vegetables, stir-fried, takeaway",1.8,4.1,2.1,52,1.6,0.2,1.2
"Venison in red wine and port, homemade",9.7,2.5,3.4,88,1.6,1.6,25.1
"Venison, meat only, raw",22.2,1.6,0.0,103,0.0,0.0,50.0
"Venison, roast",35.6,2.5,0.0,165,0.0,0.0,N
"Vermouth, dry",0.1,0.0,3.0,109,0.0,3.0,0.0
"Vine leaves, stuffed with rice",2.6,17.8,23.8,263,12.4,10.5,0.0
Vinegar,0.4,0.0,0.6,22,0.0,0.6,0.0
"Wafers, plain ice cream wafers, not filled",10.5,3.0,79.7,368,76.2,3.5,4.1
"Waffles, homemade",9.0,15.3,43.0,335,39.5,3.4,95.8
